CID,CST_KEY,BDATE,GEN
NASAW00020919,AW00020919,16-09-1980,
NASAW00020920,AW00020920,21-06-1975,
NASAW00020921,AW00020921,22-12-1975,
NASAW00020922,AW00020922,17-01-1970,
NASAW00020923,AW00020923,08-05-1969,
NASAW00020924,AW00020924,05-06-1983,
NASAW00020925,AW00020925,02-10-1984,
NASAW00020926,AW00020926,14-01-1985,
NASAW00020927,AW00020927,13-12-1984,
NASAW00020928,AW00020928,15-04-1985,
NASAW00020929,AW00020929,09-12-1984,
NASAW00020930,AW00020930,11-12-1968,
NASAW00020931,AW00020931,13-04-1969,
NASAW00020932,AW00020932,23-11-1967,
NASAW00020933,AW00020933,23-02-1984,
NASAW00020934,AW00020934,01-02-1983,
NASAW00020935,AW00020935,13-04-1983,
NASAW00020936,AW00020936,20-12-1982,
NASAW00020937,AW00020937,02-01-1983,
NASAW00020938,AW00020938,20-02-1983,
NASAW00020939,AW00020939,04-03-1982,
NASAW00020940,AW00020940,25-02-1982,
NASAW00020941,AW00020941,05-01-1981,
NASAW00020942,AW00020942,22-03-1986,
NASAW00020943,AW00020943,28-09-1980,
NASAW00020944,AW00020944,22-11-1981,
NASAW00020945,AW00020945,23-11-1981,
NASAW00020946,AW00020946,24-09-1981,
NASAW00020947,AW00020947,06-12-1981,
NASAW00020948,AW00020948,05-01-1981,
NASAW00020949,AW00020949,09-03-1980,
NASAW00020950,AW00020950,09-11-1985,
NASAW00020951,AW00020951,21-03-1980,
NASAW00020952,AW00020952,02-11-1979,
NASAW00020953,AW00020953,03-12-1979,
NASAW00020954,AW00020954,07-10-1985,
NASAW00020955,AW00020955,08-03-1986,
NASAW00020956,AW00020956,24-02-1981,
NASAW00020957,AW00020957,15-07-1980,
NASAW00020958,AW00020958,25-03-1981,
NASAW00020959,AW00020959,13-04-1968,
NASAW00020960,AW00020960,02-09-1967,
NASAW00020961,AW00020961,06-09-1966,
NASAW00020962,AW00020962,17-11-1966,
NASAW00020963,AW00020963,13-03-1967,
NASAW00020964,AW00020964,13-12-1946,
NASAW00020965,AW00020965,04-05-1946,
NASAW00020966,AW00020966,08-04-1973,
NASAW00020967,AW00020967,22-10-1962,
NASAW00020968,AW00020968,03-01-1963,
NASAW00020969,AW00020969,22-06-1962,
NASAW00020970,AW00020970,10-05-1965,
NASAW00020971,AW00020971,07-09-1942,
NASAW00020972,AW00020972,12-12-1942,
NASAW00020973,AW00020973,20-04-1949,
NASAW00020974,AW00020974,19-04-1945,
NASAW00020975,AW00020975,06-09-1945,
NASAW00020976,AW00020976,31-08-1952,
NASAW00020977,AW00020977,22-03-1958,
NASAW00020978,AW00020978,24-06-1947,
NASAW00020979,AW00020979,25-04-1947,
NASAW00020980,AW00020980,07-02-1947,
NASAW00020981,AW00020981,24-12-1947,
NASAW00020982,AW00020982,09-08-1947,
NASAW00020983,AW00020983,22-06-1986,
NASAW00020984,AW00020984,09-11-1985,
NASAW00020985,AW00020985,16-07-1985,
NASAW00020986,AW00020986,25-10-1982,
NASAW00020987,AW00020987,12-06-1983,
NASAW00020988,AW00020988,21-09-1982,
NASAW00020989,AW00020989,25-08-1981,
NASAW00020990,AW00020990,09-04-1982,
NASAW00020991,AW00020991,05-06-1982,
NASAW00020992,AW00020992,12-01-1985,
NASAW00020993,AW00020993,11-10-1984,
NASAW00020994,AW00020994,21-04-1985,
NASAW00020995,AW00020995,16-08-1984,
NASAW00020996,AW00020996,19-09-1984,
NASAW00020997,AW00020997,06-01-1985,
NASAW00020998,AW00020998,03-07-1983,
NASAW00020999,AW00020999,25-10-1983,
NASAW00021000,AW00021000,23-09-1983,
NASAW00021001,AW00021001,04-10-1983,
NASAW00021002,AW00021002,26-04-1983,
NASAW00021003,AW00021003,13-05-1967,
NASAW00021004,AW00021004,02-11-1972,
NASAW00021005,AW00021005,26-08-1965,
NASAW00021006,AW00021006,18-01-1966,
NASAW00021007,AW00021007,18-04-1971,
NASAW00021008,AW00021008,18-01-1966,
NASAW00021009,AW00021009,06-04-1966,
NASAW00021010,AW00021010,07-12-1971,
NASAW00021011,AW00021011,25-05-1966,
NASAW00021012,AW00021012,18-01-1965,
NASAW00021013,AW00021013,30-10-1963,
NASAW00021014,AW00021014,21-10-1963,
NASAW00021015,AW00021015,28-02-1969,
NASAW00021016,AW00021016,05-08-1971,
NASAW00021017,AW00021017,06-10-1965,
NASAW00021018,AW00021018,20-07-1971,
NASAW00021019,AW00021019,11-11-1965,
NASAW00021020,AW00021020,18-02-1970,
NASAW00021021,AW00021021,07-01-1965,
NASAW00021022,AW00021022,12-12-1963,
NASAW00021023,AW00021023,16-01-1981,
NASAW00021024,AW00021024,04-07-1975,
NASAW00021025,AW00021025,15-01-1976,
NASAW00021026,AW00021026,18-09-1975,
NASAW00021027,AW00021027,21-09-1975,
NASAW00021028,AW00021028,19-10-1981,
NASAW00021029,AW00021029,12-02-1975,
NASAW00021030,AW00021030,19-10-1981,
NASAW00021031,AW00021031,02-03-1981,
NASAW00021032,AW00021032,15-04-1975,
NASAW00021033,AW00021033,10-05-1975,
NASAW00021034,AW00021034,23-03-1975,
NASAW00021035,AW00021035,13-01-1975,
NASAW00021036,AW00021036,18-06-1980,
NASAW00021037,AW00021037,14-10-1980,
NASAW00021038,AW00021038,23-02-1975,
NASAW00021039,AW00021039,02-09-1974,
NASAW00021040,AW00021040,19-09-1974,
NASAW00021041,AW00021041,04-05-1958,
NASAW00021042,AW00021042,07-02-1958,
NASAW00021043,AW00021043,07-12-1956,
NASAW00021044,AW00021044,06-01-1957,
NASAW00021045,AW00021045,31-10-1964,
NASAW00021046,AW00021046,09-09-1964,
NASAW00021047,AW00021047,23-01-1979,
NASAW00021048,AW00021048,15-12-1973,
NASAW00021049,AW00021049,06-12-1973,
NASAW00021050,AW00021050,03-08-1973,
NASAW00021051,AW00021051,21-11-1984,
NASAW00021052,AW00021052,08-09-1973,
NASAW00021053,AW00021053,08-02-1974,
NASAW00021054,AW00021054,20-05-1974,
NASAW00021055,AW00021055,03-01-1974,
NASAW00021056,AW00021056,07-05-1974,
NASAW00021057,AW00021057,06-09-1930,
NASAW00021058,AW00021058,18-08-1972,
NASAW00021059,AW00021059,03-08-1972,
NASAW00021060,AW00021060,17-02-1973,
NASAW00021061,AW00021061,14-06-1978,
NASAW00021062,AW00021062,03-02-1984,
NASAW00021063,AW00021063,19-04-1977,
NASAW00021064,AW00021064,19-05-1972,
NASAW00021065,AW00021065,02-03-1984,
NASAW00021066,AW00021066,06-04-1977,
NASAW00021067,AW00021067,01-03-1976,
NASAW00021068,AW00021068,28-07-1970,
NASAW00021069,AW00021069,14-06-1971,
NASAW00021070,AW00021070,03-07-1970,
NASAW00021071,AW00021071,08-01-1976,
NASAW00021072,AW00021072,19-02-1976,
NASAW00021073,AW00021073,04-05-1971,
NASAW00021074,AW00021074,06-03-1976,
NASAW00021075,AW00021075,07-12-1970,
NASAW00021076,AW00021076,31-05-1970,
NASAW00021077,AW00021077,05-10-1969,
NASAW00021078,AW00021078,05-08-1980,
NASAW00021079,AW00021079,09-11-1969,
NASAW00021080,AW00021080,16-01-1970,
NASAW00021081,AW00021081,07-09-1969,
NASAW00021082,AW00021082,15-08-1975,
NASAW00021083,AW00021083,16-12-1974,
NASAW00021084,AW00021084,21-05-1944,
NASAW00021085,AW00021085,16-05-1939,
NASAW00021086,AW00021086,26-10-1938,
NASAW00021087,AW00021087,19-02-1972,
NASAW00021088,AW00021088,24-11-1976,
NASAW00021089,AW00021089,10-06-1976,
NASAW00021090,AW00021090,24-12-1970,
NASAW00021091,AW00021091,15-04-1976,
NASAW00021092,AW00021092,05-08-1969,
NASAW00021093,AW00021093,29-09-1975,
NASAW00021094,AW00021094,13-05-1980,
NASAW00021095,AW00021095,02-12-1974,
NASAW00021096,AW00021096,02-03-1969,
NASAW00021097,AW00021097,19-12-1982,
NASAW00021098,AW00021098,10-08-1984,
NASAW00021099,AW00021099,21-10-1984,
NASAW00021100,AW00021100,20-12-1984,
NASAW00021101,AW00021101,04-09-1984,
NASAW00021102,AW00021102,29-08-1968,
NASAW00021103,AW00021103,20-01-1969,
NASAW00021104,AW00021104,30-12-1968,
NASAW00021105,AW00021105,02-05-1974,
NASAW00021106,AW00021106,09-07-1967,
NASAW00021107,AW00021107,22-09-1973,
NASAW00021108,AW00021108,22-05-1968,
NASAW00021109,AW00021109,27-08-1983,
NASAW00021110,AW00021110,04-02-1984,
NASAW00021111,AW00021111,14-06-1984,
NASAW00021112,AW00021112,14-09-1982,
NASAW00021113,AW00021113,07-01-1983,
NASAW00021114,AW00021114,04-05-1983,
NASAW00021115,AW00021115,29-12-1982,
NASAW00021116,AW00021116,12-06-1982,
NASAW00021117,AW00021117,20-11-1980,
NASAW00021118,AW00021118,19-09-1980,
NASAW00021119,AW00021119,21-07-1981,
NASAW00021120,AW00021120,08-01-1982,
NASAW00021121,AW00021121,02-07-1980,
NASAW00021122,AW00021122,07-04-1985,
NASAW00021123,AW00021123,09-02-1980,
NASAW00021124,AW00021124,19-12-1979,
NASAW00021125,AW00021125,30-05-1981,
NASAW00021126,AW00021126,06-05-1981,
NASAW00021127,AW00021127,21-01-1981,
NASAW00021128,AW00021128,17-12-1980,
NASAW00021129,AW00021129,13-09-1980,
NASAW00021130,AW00021130,14-06-1981,
NASAW00021131,AW00021131,05-10-1978,
NASAW00021132,AW00021132,02-12-1979,
NASAW00021133,AW00021133,02-08-1985,
NASAW00021134,AW00021134,30-08-1985,
NASAW00021135,AW00021135,25-04-1986,
NASAW00021136,AW00021136,09-09-1985,
NASAW00021137,AW00021137,15-05-1986,
NASAW00021138,AW00021138,22-08-1978,
NASAW00021139,AW00021139,20-06-1973,
NASAW00021140,AW00021140,12-10-1972,
NASAW00021141,AW00021141,06-03-1972,
NASAW00021142,AW00021142,18-10-1966,
NASAW00021143,AW00021143,07-11-1977,
NASAW00021144,AW00021144,05-02-1972,
NASAW00021145,AW00021145,30-11-1965,
NASAW00021146,AW00021146,05-01-1977,
NASAW00021147,AW00021147,14-01-1966,
NASAW00021148,AW00021148,30-08-1972,
NASAW00021149,AW00021149,21-06-1984,
NASAW00021150,AW00021150,20-03-1984,
NASAW00021151,AW00021151,20-06-1973,
NASAW00021152,AW00021152,05-01-1973,
NASAW00021153,AW00021153,14-08-1972,
NASAW00021154,AW00021154,09-08-1933,
NASAW00021155,AW00021155,01-09-1965,
NASAW00021156,AW00021156,23-08-1965,
NASAW00021157,AW00021157,17-10-1964,
NASAW00021158,AW00021158,15-01-1965,
NASAW00021159,AW00021159,05-06-1970,
NASAW00021160,AW00021160,23-05-1965,
NASAW00021161,AW00021161,11-09-1963,
NASAW00021162,AW00021162,17-05-1975,
NASAW00021163,AW00021163,29-11-1974,
NASAW00021164,AW00021164,08-08-1963,
NASAW00021165,AW00021165,31-01-1975,
NASAW00021166,AW00021166,12-09-1974,
NASAW00021167,AW00021167,06-04-1986,
NASAW00021168,AW00021168,20-10-1975,
NASAW00021169,AW00021169,20-02-1976,
NASAW00021170,AW00021170,27-03-1974,
NASAW00021171,AW00021171,02-02-1979,
NASAW00021172,AW00021172,04-05-1979,
NASAW00021173,AW00021173,12-05-1973,
NASAW00021174,AW00021174,06-09-1983,
NASAW00021175,AW00021175,20-01-1973,
NASAW00021176,AW00021176,03-02-1984,
NASAW00021177,AW00021177,10-02-1978,
NASAW00021178,AW00021178,06-12-1971,
NASAW00021179,AW00021179,09-01-1972,
NASAW00021180,AW00021180,21-09-1970,
NASAW00021181,AW00021181,19-03-1971,
NASAW00021182,AW00021182,13-05-1971,
NASAW00021183,AW00021183,15-03-1974,
NASAW00021184,AW00021184,14-02-1974,
NASAW00021185,AW00021185,23-10-1973,
NASAW00021186,AW00021186,04-08-1970,
NASAW00021187,AW00021187,13-10-1975,
NASAW00021188,AW00021188,16-01-1970,
NASAW00021189,AW00021189,22-05-1969,
NASAW00021190,AW00021190,22-08-1968,
NASAW00021191,AW00021191,23-07-1967,
NASAW00021192,AW00021192,24-02-1968,
NASAW00021193,AW00021193,11-01-1973,
NASAW00021194,AW00021194,20-06-1973,
NASAW00021195,AW00021195,11-01-1973,
NASAW00021196,AW00021196,09-05-1972,
NASAW00021197,AW00021197,18-07-1977,
NASAW00021198,AW00021198,17-12-1966,
NASAW00021199,AW00021199,06-12-1966,
NASAW00021200,AW00021200,31-10-1966,
NASAW00021201,AW00021201,13-08-1934,
NASAW00021202,AW00021202,22-09-1971,
NASAW00021203,AW00021203,23-06-1972,
NASAW00021204,AW00021204,20-02-1972,
NASAW00021205,AW00021205,03-03-1977,
NASAW00021206,AW00021206,03-09-1971,
NASAW00021207,AW00021207,13-07-1971,
NASAW00021208,AW00021208,03-12-1937,
NASAW00021209,AW00021209,17-12-1970,
NASAW00021210,AW00021210,01-10-1970,
NASAW00021211,AW00021211,09-11-1969,
NASAW00021212,AW00021212,23-05-1970,
NASAW00021213,AW00021213,16-05-1970,
NASAW00021214,AW00021214,29-09-1969,
NASAW00021215,AW00021215,24-08-1975,
NASAW00021216,AW00021216,21-11-1969,
NASAW00021217,AW00021217,19-10-1970,
NASAW00021218,AW00021218,10-12-1968,
NASAW00021219,AW00021219,06-08-1968,
NASAW00021220,AW00021220,30-12-1967,
NASAW00021221,AW00021221,19-01-1967,
NASAW00021222,AW00021222,12-10-1972,
NASAW00021223,AW00021223,24-03-1967,
NASAW00021224,AW00021224,07-09-1963,
NASAW00021225,AW00021225,14-04-1964,
NASAW00021226,AW00021226,24-10-1961,
NASAW00021227,AW00021227,07-10-1964,
NASAW00021228,AW00021228,24-06-1964,
NASAW00021229,AW00021229,21-10-1964,
NASAW00021230,AW00021230,08-01-1959,
NASAW00021231,AW00021231,10-07-1958,
NASAW00021232,AW00021232,08-12-1954,
NASAW00021233,AW00021233,12-09-1981,
NASAW00021234,AW00021234,11-07-1981,
NASAW00021235,AW00021235,05-05-1981,
NASAW00021236,AW00021236,13-10-1980,
NASAW00021237,AW00021237,09-08-1985,
NASAW00021238,AW00021238,25-03-1986,
NASAW00021239,AW00021239,03-05-1943,
NASAW00021240,AW00021240,01-03-1985,
NASAW00021241,AW00021241,10-08-1984,
NASAW00021242,AW00021242,14-12-1983,
NASAW00021243,AW00021243,04-04-1984,
NASAW00021244,AW00021244,16-08-1983,
NASAW00021245,AW00021245,22-12-1983,
NASAW00021246,AW00021246,19-02-1984,
NASAW00021247,AW00021247,09-06-1984,
NASAW00021248,AW00021248,11-11-1943,
NASAW00021249,AW00021249,15-09-1982,
NASAW00021250,AW00021250,23-04-1983,
NASAW00021251,AW00021251,09-04-1985,
NASAW00021252,AW00021252,15-08-1984,
NASAW00021253,AW00021253,02-06-1985,
NASAW00021254,AW00021254,08-06-1945,
NASAW00021255,AW00021255,01-03-1945,
NASAW00021256,AW00021256,08-10-1952,
NASAW00021257,AW00021257,13-10-1946,
NASAW00021258,AW00021258,21-05-1949,
NASAW00021259,AW00021259,21-01-1949,
NASAW00021260,AW00021260,13-12-1981,
NASAW00021261,AW00021261,01-12-1981,
NASAW00021262,AW00021262,29-11-1981,
NASAW00021263,AW00021263,07-08-1980,
NASAW00021264,AW00021264,09-06-1984,
NASAW00021265,AW00021265,10-03-1983,
NASAW00021266,AW00021266,18-08-1983,
NASAW00021267,AW00021267,02-03-1979,
NASAW00021268,AW00021268,11-06-1979,
NASAW00021269,AW00021269,14-05-1979,
NASAW00021270,AW00021270,08-05-1973,
NASAW00021271,AW00021271,23-02-1973,
NASAW00021272,AW00021272,21-12-1979,
NASAW00021273,AW00021273,23-09-1973,
NASAW00021274,AW00021274,09-03-1985,
NASAW00021275,AW00021275,25-05-1985,
NASAW00021276,AW00021276,09-01-1984,
NASAW00021277,AW00021277,12-11-1983,
NASAW00021278,AW00021278,18-10-1983,
NASAW00021279,AW00021279,03-04-1958,
NASAW00021280,AW00021280,21-06-1984,
NASAW00021281,AW00021281,27-08-1983,
NASAW00021282,AW00021282,07-09-1983,
NASAW00021283,AW00021283,17-03-1956,
NASAW00021284,AW00021284,05-05-1981,
NASAW00021285,AW00021285,13-04-1969,
NASAW00021286,AW00021286,02-03-1969,
NASAW00021287,AW00021287,15-05-1969,
NASAW00021288,AW00021288,10-12-1968,
NASAW00021289,AW00021289,16-02-1968,
NASAW00021290,AW00021290,17-12-1967,
NASAW00021291,AW00021291,14-12-1973,
NASAW00021292,AW00021292,01-05-1984,
NASAW00021293,AW00021293,03-01-1968,
NASAW00021294,AW00021294,29-11-1967,
NASAW00021295,AW00021295,17-12-1972,
NASAW00021296,AW00021296,20-05-1978,
NASAW00021297,AW00021297,05-05-1972,
NASAW00021298,AW00021298,22-09-1966,
NASAW00021299,AW00021299,14-01-1967,
NASAW00021300,AW00021300,30-01-1978,
NASAW00021301,AW00021301,05-09-1966,
NASAW00021302,AW00021302,07-08-1960,
NASAW00021303,AW00021303,10-02-1961,
NASAW00021304,AW00021304,31-08-1960,
NASAW00021305,AW00021305,22-10-1960,
NASAW00021306,AW00021306,01-09-1960,
NASAW00021307,AW00021307,12-10-1960,
NASAW00021308,AW00021308,14-12-1960,
NASAW00021309,AW00021309,24-07-1960,
NASAW00021310,AW00021310,30-09-1966,
NASAW00021311,AW00021311,25-04-1961,
NASAW00021312,AW00021312,06-03-1946,
NASAW00021313,AW00021313,30-08-1946,
NASAW00021314,AW00021314,04-12-1941,
NASAW00021315,AW00021315,16-08-1947,
NASAW00021316,AW00021316,16-09-1941,
NASAW00021317,AW00021317,12-06-1942,
NASAW00021318,AW00021318,01-04-1971,
NASAW00021319,AW00021319,07-03-1966,
NASAW00021320,AW00021320,18-04-1971,
NASAW00021321,AW00021321,21-09-1971,
NASAW00021322,AW00021322,21-03-1971,
NASAW00021323,AW00021323,07-12-1971,
NASAW00021324,AW00021324,08-08-1965,
NASAW00021325,AW00021325,07-07-1971,
NASAW00021326,AW00021326,10-02-1971,
NASAW00021327,AW00021327,21-11-1965,
NASAW00021328,AW00021328,05-02-1965,
NASAW00021329,AW00021329,29-12-1964,
NASAW00021330,AW00021330,30-09-1965,
NASAW00021331,AW00021331,07-09-1959,
NASAW00021332,AW00021332,24-04-1960,
NASAW00021333,AW00021333,09-02-1959,
NASAW00021334,AW00021334,02-04-1959,
NASAW00021335,AW00021335,04-03-1959,
NASAW00021336,AW00021336,15-03-1959,
NASAW00021337,AW00021337,18-11-1963,
NASAW00021338,AW00021338,18-11-1963,
NASAW00021339,AW00021339,21-09-1953,
NASAW00021340,AW00021340,31-10-1942,
NASAW00021341,AW00021341,15-03-1944,
NASAW00021342,AW00021342,21-05-1944,
NASAW00021343,AW00021343,06-02-1949,
NASAW00021344,AW00021344,20-08-1954,
NASAW00021345,AW00021345,08-01-1944,
NASAW00021346,AW00021346,01-03-1945,
NASAW00021347,AW00021347,09-10-1944,
NASAW00021348,AW00021348,14-04-1945,
NASAW00021349,AW00021349,21-03-1945,
NASAW00021350,AW00021350,30-10-1945,
NASAW00021351,AW00021351,24-01-1946,
NASAW00021352,AW00021352,10-09-1946,
NASAW00021353,AW00021353,05-07-1946,
NASAW00021354,AW00021354,15-04-1947,
NASAW00021355,AW00021355,16-02-1947,
NASAW00021356,AW00021356,06-06-1947,
NASAW00021357,AW00021357,01-11-1946,
NASAW00021358,AW00021358,30-10-1946,
NASAW00021359,AW00021359,23-05-1957,
NASAW00021360,AW00021360,12-05-1953,
NASAW00021361,AW00021361,12-09-1952,
NASAW00021362,AW00021362,16-09-1958,
NASAW00021363,AW00021363,08-08-1953,
NASAW00021364,AW00021364,07-10-1982,
NASAW00021365,AW00021365,04-12-1953,
NASAW00021366,AW00021366,25-04-1954,
NASAW00021367,AW00021367,13-09-1953,
NASAW00021368,AW00021368,26-03-1983,
NASAW00021369,AW00021369,16-07-1982,
NASAW00021370,AW00021370,01-02-1960,
NASAW00021371,AW00021371,11-10-1954,
NASAW00021372,AW00021372,15-09-1954,
NASAW00021373,AW00021373,22-08-1954,
NASAW00021374,AW00021374,03-05-1955,
NASAW00021375,AW00021375,21-11-1954,
NASAW00021376,AW00021376,06-09-1966,
NASAW00021377,AW00021377,17-08-1955,
NASAW00021378,AW00021378,07-06-1956,
NASAW00021379,AW00021379,06-10-1955,
NASAW00021380,AW00021380,02-12-1955,
NASAW00021381,AW00021381,02-07-1955,
NASAW00021382,AW00021382,20-05-1961,
NASAW00021383,AW00021383,07-08-1962,
NASAW00021384,AW00021384,23-05-1957,
NASAW00021385,AW00021385,21-12-1985,
NASAW00021386,AW00021386,10-03-1986,
NASAW00021387,AW00021387,01-06-1957,
NASAW00021388,AW00021388,24-12-1984,
NASAW00021389,AW00021389,13-06-1958,
NASAW00021390,AW00021390,12-04-1964,
NASAW00021391,AW00021391,01-01-1960,
NASAW00021392,AW00021392,22-08-1959,
NASAW00021393,AW00021393,26-10-1959,
NASAW00021394,AW00021394,23-05-1960,
NASAW00021395,AW00021395,19-05-1981,
NASAW00021396,AW00021396,17-06-1981,
NASAW00021397,AW00021397,05-06-1986,
NASAW00021398,AW00021398,21-03-1986,
NASAW00021399,AW00021399,24-05-1981,
NASAW00021400,AW00021400,21-11-1984,
NASAW00021401,AW00021401,09-04-1984,
NASAW00021402,AW00021402,25-12-1961,
NASAW00021403,AW00021403,18-04-1963,
NASAW00021404,AW00021404,17-12-1962,
NASAW00021405,AW00021405,22-03-1975,
NASAW00021406,AW00021406,09-10-1964,
NASAW00021407,AW00021407,30-01-1970,
NASAW00021408,AW00021408,03-12-1964,
NASAW00021409,AW00021409,22-12-1964,
NASAW00021410,AW00021410,03-08-1984,
NASAW00021411,AW00021411,09-01-1979,
NASAW00021412,AW00021412,25-03-1980,
NASAW00021413,AW00021413,08-07-1979,
NASAW00021414,AW00021414,05-12-1979,
NASAW00021415,AW00021415,19-01-1980,
NASAW00021416,AW00021416,14-04-1985,
NASAW00021417,AW00021417,01-01-1980,
NASAW00021418,AW00021418,22-07-1964,
NASAW00021419,AW00021419,09-12-1971,
NASAW00021420,AW00021420,13-09-1968,
NASAW00021421,AW00021421,20-02-1968,
NASAW00021422,AW00021422,12-07-1962,
NASAW00021423,AW00021423,16-01-1963,
NASAW00021424,AW00021424,28-02-1973,
NASAW00021425,AW00021425,25-12-1961,
NASAW00021426,AW00021426,05-04-1962,
NASAW00021427,AW00021427,31-01-1962,
NASAW00021428,AW00021428,13-06-1962,
NASAW00021429,AW00021429,04-06-1978,
NASAW00021430,AW00021430,04-04-1938,
NASAW00021431,AW00021431,15-04-1976,
NASAW00021432,AW00021432,27-05-1971,
NASAW00021433,AW00021433,01-08-1976,
NASAW00021434,AW00021434,31-03-1971,
NASAW00021435,AW00021435,09-04-1976,
NASAW00021436,AW00021436,23-10-1973,
NASAW00021437,AW00021437,05-03-1968,
NASAW00021438,AW00021438,14-10-1967,
NASAW00021439,AW00021439,14-01-1973,
NASAW00021440,AW00021440,14-08-1967,
NASAW00021441,AW00021441,10-08-1953,
NASAW00021442,AW00021442,18-05-1953,
NASAW00021443,AW00021443,07-11-1947,
NASAW00021444,AW00021444,21-06-1948,
NASAW00021445,AW00021445,13-09-1948,
NASAW00021446,AW00021446,14-04-1949,
NASAW00021447,AW00021447,25-08-1948,
NASAW00021448,AW00021448,01-10-1948,
NASAW00021449,AW00021449,21-07-1948,
NASAW00021450,AW00021450,06-08-1949,
NASAW00021451,AW00021451,27-04-1950,
NASAW00021452,AW00021452,18-11-1949,
NASAW00021453,AW00021453,17-02-1955,
NASAW00021454,AW00021454,06-08-1949,
NASAW00021455,AW00021455,17-06-1951,
NASAW00021456,AW00021456,26-08-1950,
NASAW00021457,AW00021457,24-03-1951,
NASAW00021458,AW00021458,08-05-1956,
NASAW00021459,AW00021459,24-03-1951,
NASAW00021460,AW00021460,04-02-1951,
NASAW00021461,AW00021461,30-11-1950,
NASAW00021462,AW00021462,02-03-1951,
NASAW00021463,AW00021463,24-04-1951,
NASAW00021464,AW00021464,07-10-1950,
NASAW00021465,AW00021465,29-10-1951,
NASAW00021466,AW00021466,05-09-1951,
NASAW00021467,AW00021467,31-01-1952,
NASAW00021468,AW00021468,24-02-1952,
NASAW00021469,AW00021469,26-03-1953,
NASAW00021470,AW00021470,12-09-1952,
NASAW00021471,AW00021471,28-10-1952,
NASAW00021472,AW00021472,18-05-1953,
NASAW00021473,AW00021473,10-04-1954,
NASAW00021474,AW00021474,21-04-1954,
NASAW00021475,AW00021475,17-08-1959,
NASAW00021476,AW00021476,08-04-1954,
NASAW00021477,AW00021477,08-12-1953,
NASAW00021478,AW00021478,11-01-1954,
NASAW00021479,AW00021479,02-08-1953,
NASAW00021480,AW00021480,06-09-1954,
NASAW00021481,AW00021481,06-11-1954,
NASAW00021482,AW00021482,07-04-1955,
NASAW00021483,AW00021483,14-12-1954,
NASAW00021484,AW00021484,19-04-1971,
NASAW00021485,AW00021485,08-02-1971,
NASAW00021486,AW00021486,03-03-1955,
NASAW00021487,AW00021487,08-09-1954,
NASAW00021488,AW00021488,01-04-1955,
NASAW00021489,AW00021489,17-02-1956,
NASAW00021490,AW00021490,05-05-1956,
NASAW00021491,AW00021491,08-04-1961,
NASAW00021492,AW00021492,21-04-1956,
NASAW00021493,AW00021493,18-06-1956,
NASAW00021494,AW00021494,05-09-1962,
NASAW00021495,AW00021495,29-01-1957,
NASAW00021496,AW00021496,07-11-1962,
NASAW00021497,AW00021497,11-01-1962,
NASAW00021498,AW00021498,02-05-1962,
NASAW00021499,AW00021499,22-04-1957,
NASAW00021500,AW00021500,16-08-1957,
NASAW00021501,AW00021501,02-08-1957,
NASAW00021502,AW00021502,22-11-1963,
NASAW00021503,AW00021503,24-12-1957,
NASAW00021504,AW00021504,18-10-1957,
NASAW00021505,AW00021505,16-04-1968,
NASAW00021506,AW00021506,19-10-1968,
NASAW00021507,AW00021507,15-07-1962,
NASAW00021508,AW00021508,22-09-1961,
NASAW00021509,AW00021509,20-05-1961,
NASAW00021510,AW00021510,18-06-1960,
NASAW00021511,AW00021511,02-02-1965,
NASAW00021512,AW00021512,22-05-1960,
NASAW00021513,AW00021513,24-10-1949,
NASAW00021514,AW00021514,08-09-1949,
NASAW00021515,AW00021515,13-08-1949,
NASAW00021516,AW00021516,10-10-1949,
NASAW00021517,AW00021517,16-04-1950,
NASAW00021518,AW00021518,18-05-1951,
NASAW00021519,AW00021519,06-10-1950,
NASAW00021520,AW00021520,14-01-1951,
NASAW00021521,AW00021521,08-08-1951,
NASAW00021522,AW00021522,08-01-1952,
NASAW00021523,AW00021523,18-02-1963,
NASAW00021524,AW00021524,11-08-1958,
NASAW00021525,AW00021525,10-02-1959,
NASAW00021526,AW00021526,31-10-1975,
NASAW00021527,AW00021527,20-03-1960,
NASAW00021528,AW00021528,03-11-1959,
NASAW00021529,AW00021529,01-09-1958,
NASAW00021530,AW00021530,31-01-1964,
NASAW00021531,AW00021531,10-08-1958,
NASAW00021532,AW00021532,22-09-1958,
NASAW00021533,AW00021533,18-12-1969,
NASAW00021534,AW00021534,23-04-1963,
NASAW00021535,AW00021535,23-07-1962,
NASAW00021536,AW00021536,18-08-1956,
NASAW00021537,AW00021537,05-12-1956,
NASAW00021538,AW00021538,08-10-1955,
NASAW00021539,AW00021539,19-09-1966,
NASAW00021540,AW00021540,17-08-1955,
NASAW00021541,AW00021541,19-09-1966,
NASAW00021542,AW00021542,21-11-1954,
NASAW00021543,AW00021543,30-01-1960,
NASAW00021544,AW00021544,19-04-1971,
NASAW00021545,AW00021545,12-04-1955,
NASAW00021546,AW00021546,22-11-1953,
NASAW00021547,AW00021547,06-05-1970,
NASAW00021548,AW00021548,30-08-1959,
NASAW00021549,AW00021549,16-09-1963,
NASAW00021550,AW00021550,22-08-1958,
NASAW00021551,AW00021551,16-02-1981,
NASAW00021552,AW00021552,18-05-1981,
NASAW00021553,AW00021553,15-04-1981,
